Seção;Sub seção;Informação;Fonte Citada;Pagina;Só texto;Relatório;Observação;Link;Comentário relatório;Aberta;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - Melhorar a qualidade da assistência aos portadores do vírus HIV e doentes de AIDS;;RESULTADOS/INDICADORES DE SAÚDE;Não Informado;73-74;S;12-3;;;;;;;;;;;;;;;;;;;;;
DAPS - Coordenação de Saúde Bucal;;SAÚDE BUCAL / PROGRAMA CÁRIE ZERO;Centro de Informação em Saúde - Coordenação do Programa Saúde Bucal/Cárie Zero;74;N;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - SAÚDE BUCAL / COODENAÇÃO DO PROGRAMA SAÚDE BUCAL;;METAS REALIZADAS;Não Informado;74-75;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - SAÚDE BUCAL / COODENAÇÃO DO PROGRAMA SAÚDE BUCAL;;RESULTADOS/INDICADORES DE SAÚDE;Não Informado;75-76;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - COORDENAÇÃO DE SAÚDE DA PESSOA COM DEFICIÊNCIA;;ATIVIDADES DESENVOLVIDAS;Coordenação de Saúde da Pessoa com Deficiência;76-77;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - COORDENAÇÃO DE SAÚDE DA PESSOA COM DEFICIÊNCIA;;METAS REALIZADAS;Coordenação de Saúde da Pessoa com Deficiência;77;S;12-3;;;;;;;;;;;;;;;;;;;;;
"GESTÃO DOS PROBLEMAS DE SAÚDE  - PRODUÇÃO AMBULATORIAL DOS SERVIÇOS DE SAÚDE DAS ESCOLAS
MUNICIPAIS DE EDUCAÇÃO ESPECIAL";;PRODUÇÃO AMBULATORIAL DOS SERVIÇOS DE SAÚDE DAS ESCOLAS MUNICIPAIS DE EDUCAÇÃO ESPECIAL;CCAA – CAA – Síntese de Produção de BPA – SIA-SUS;77;N;12-3;;;O mês de julho teve recesso para os alunos, no período de 05 a 26/07, não tendo atendimentos clínicos neste período.;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE;;OBSERVAÇÕES REFERENTES AO QUADRO DE PRODUÇÃO AMBULATORIAL;Não Informado;78;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE  - VIGILÂNCIA À SAÚDE DO TRABALHADOR;;OCORRÊNCIAS REGISTRADAS PELO PROGRAMA SAÚDE DO TRABALHADOR;Centro de Saúde Ambiental – CEREST;78;N;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE  - VIGILÂNCIA À SAÚDE DO TRABALHADOR;;COMENTÁRIOS;Não Informado;78-80;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE  - VIGILÂNCIA À SAÚDE DO TRABALHADOR;;RESULTADOS/INDICADORES DE SAÚDE;Não Informado;80;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - MORBIDADE E VIGILÂNCIA DAS DOENÇAS E AGRAVOS NÃO TRANSMISSÍVEIS ;;METAS REALIZADAS;Não Informado;80;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - VIGILÂNCIA DO CÂNCER EM CURITIBA;;METAS REALIZADAS;Não Informado;81;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - VIGILÂNCIA DO CÂNCER EM CURITIBA;;RESULTADOS/INDICADORES DE SAÚDE;Não Informado;82;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - HANSENÍASE;;HANSENÍASE - COMENTÁRIOS E ATIVIDADES REALIZADAS;Não Informado;82-83;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - HANSENÍASE;;HANSENÍASE - RESULTADOS/INDICADORES DE SAÚDE;Não Informado;83;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - TUBERCULOSE;;TUBERCULOSE - COMENTÁRIOS E ATIVIDADES REALIZADAS;Não Informado;84-85;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - VIGILÂNCIA E CONTROLE DE INFECÇÕES HOSPITALARES;;COMENTÁRIOS E ATIVIDADES REALIZADAS;Não Informado;85-86;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - DOENÇAS E AGRAVOS CRÔNICOS DE NOTIFICAÇÃO OBRIGATÓRIA;;AGRAVOS CRÔNICOS CASOS CONFIRMADOS (Residentes);CE/CVE – SINAN (SISTEMA DE INFORMAÇÃO DE AGRAVOS DE NOTIFICAÇÃO);86;N;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - DOENÇAS E AGRAVOS CRÔNICOS DE NOTIFICAÇÃO OBRIGATÓRIA;;COMENTÁRIOS;Não Informado;86;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - CONDIÇÕES AGUDAS - DOENÇAS E AGRAVOS DE NOTIFICAÇÃO OBRIGATÓRIA;;CASOS NOTIFICADOS;CE/CVE – SINAN (SISTEMA DE INFORMAÇÃO DE AGRAVOS DE NOTIFICAÇÃO);87;N;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - CONDIÇÕES AGUDAS - DOENÇAS E AGRAVOS DE NOTIFICAÇÃO OBRIGATÓRIA;;"AGRAVOS AGUDOS
CASOS CONFIRMADOS RESIDENTES";CE/CVE – SINAN (SISTEMA DE INFORMAÇÃO DE AGRAVOS DE NOTIFICAÇÃO);87;N;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - CONDIÇÕES AGUDAS - DOENÇAS E AGRAVOS DE NOTIFICAÇÃO OBRIGATÓRIA;;COMENTÁRIOS;Não Informado;87-88;S;12-3;;;;;;;;;;;;;;;;;;;;;
GESTÃO DOS PROBLEMAS DE SAÚDE - CONDIÇÕES AGUDAS - DOENÇAS E AGRAVOS DE NOTIFICAÇÃO OBRIGATÓRIA;;RESULTADOS/INDICADORES DE SAÚDE;Não Informado;88;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - PROMOÇÃO DA SAÚDE DA MULHER";;PROGRAMA MÃE CURITIBANA;Coordenação do Programa Mãe Curitibana / SISPRÉNATAL;88;N;12-3;ATENÇÃO A GESTANTES nos proximo relatórios;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - PROMOÇÃO DA SAÚDE DA MULHER";;METAS REALIZADAS;Não Informado;88-89;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - PLANEJAMENTO FAMILIAR";;MÉTODOS DEFINITIVOS;Coordenação do Programa Mãe Curitibana;89;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - PLANEJAMENTO FAMILIAR";;MÉTODOS NÃO DEFINITIVOS;Coordenação de Recursos Materiais – Secretaria Municipal da Saúde;90;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - PLANEJAMENTO FAMILIAR";;RESULTADOS/INDICADORES DE SAÚDE;Não Informado;90;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - MULHER CURITIBANA";;CÂNCER COLO ÚTERO E MAMA;Centro de Epidemiologia /SISCOLO E SISMAMA;91;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - MULHER CURITIBANA";;RESULTADOS/INDICADORES DE SAÚDE;Não Informado;91;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - MULHER CURITIBANA";;PROGRAMA MULHER DE VERDADE;Não Informado;91;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - MULHER CURITIBANA";;METAS REALIZADAS;Não Informado;91-93;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - MULHER CURITIBANA";;COMENTÁRIOS;Não Informado;93;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - MULHER CURITIBANA";;Número e percentual de casos notificados segundo tipo da violência*;Banco de Dados do Centro de Epidemiologia – Curitiba;93;N;12-3;;;*Mais de um tipo de violência pode ser registrado por notificação;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - MULHER CURITIBANA";;Número e percentual de casos notificados segundo a faixa etária;Banco de Dados do Centro de Epidemiologia – Curitiba;94;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - MULHER CURITIBANA";;Número e percentual de casos notificados segundo a relação vítima/agressor;Banco de Dados do Centro de Epidemiologia – Curitiba;94;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - PROMOÇÃO DA SAÚDE DO ADOLESCENTE - PROGRAMA ADOLESCENTE SAUDÁVEL";;ADOLESCENTES;Coordenação do Programa Adolescente Saudável;94;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - PROMOÇÃO DA SAÚDE DO ADOLESCENTE - PROGRAMA ADOLESCENTE SAUDÁVEL";;"Programa Adolescente Saudável
Atendimento com o ônibus do
Programa";Coordenação do Programa Adolescente Saudável;95;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - PROMOÇÃO DA SAÚDE DA CRIANÇA - PROGRAMA SAÚDE DA CRIANÇA";;Nascidos Vivos;SINASC;95;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - PROMOÇÃO DA SAÚDE DA CRIANÇA - PROGRAMA SAÚDE DA CRIANÇA";;PERFIL DE NASCIDOS VIVOS:;SINASC;95;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - PROMOÇÃO DA SAÚDE DA CRIANÇA - PROGRAMA SAÚDE DA CRIANÇA";;NÚMERO DE CRIANÇAS INSCRITAS NO PROGRAMA DA CRIANÇA;Relatório Prontuário – Total de inscritos no Programa – Criança;96;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - PROMOÇÃO DA SAÚDE DA CRIANÇA - PROGRAMA SAÚDE DA CRIANÇA";;COMENTÁRIOS;Não Informado;96-97;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - COMITÊ PRÓ-VIDA DE MORTALIDADE MATERNA E INFANTIL";;METAS REALIZADAS PELO COMITÊ PRÓ – VIDA;Não Informado;97-98;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - COMITÊ PRÓ-VIDA DE MORTALIDADE MATERNA E INFANTIL";;COMENTÁRIOS;Não Informado;98-99;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - COMITÊ PRÓ-VIDA DE MORTALIDADE MATERNA E INFANTIL";;RESULTADOS/INDICADORES DE SAÚDE;Não Informado;99;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - REDE DE PROTEÇÃO À CRIANÇA E ADOLESCENTE EM SITUAÇÂO DE RISCO PARA A VIOLÊNCIA";;METAS REALIZADAS;Não Informado;99-101;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - REDE DE PROTEÇÃO À CRIANÇA E ADOLESCENTE EM SITUAÇÂO DE RISCO PARA A VIOLÊNCIA";;COMENTÁRIOS;Não Informado;101;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - REDE DE PROTEÇÃO À CRIANÇA E ADOLESCENTE EM SITUAÇÂO DE RISCO PARA A VIOLÊNCIA";;CASOS SUSPEITOS DE VIOLÊNCIA NA INFÂNCIA E ADOLESCÊNCIA NOTIFICADOS SEGUNDO FAIXA ETÁRIA. RESIDENTES EM CURITIBA;Banco de Dados do Centro de Epidemiologia – Curitiba;102;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - REDE DE PROTEÇÃO À CRIANÇA E ADOLESCENTE EM SITUAÇÂO DE RISCO PARA A VIOLÊNCIA";;CASOS SUSPEITOS DE VIOLÊNCIA NA INFÂNCIA E ADOLESCÊNCIA NOTIFICADOS SEGUNDO NATUREZA DA VIOLÊNCIA RESIDENTES EM CURITIBA;Banco de Dados do Centro de Epidemiologia – Curitiba;102;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - ALIMENTAÇÃO E NUTRIÇÃO ALIMENTAÇÃO E NUTRIÇÃO";;PROGRAMA;Coordenação de Alimentação e Nutrição / dados US´s;103;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - ALIMENTAÇÃO E NUTRIÇÃO ALIMENTAÇÃO E NUTRIÇÃO";;COMENTÁRIOS;Não Informado;103-104;S;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - SISTEMA DE VIGILÂNCIA NUTRICIONAL E PROGRAMAS DE
CONTROLE DOS DISTÚRBIOS NUTRICIONAIS";;"COMPARATIVO PERCENTUAL DOS DADOS DE VIGILÂNCIA NUTRICIONAL, SOBRE A
POPULAÇÃO ATENDIDA NAS UNIDADES DE SAÚDE - CRIANÇAS DE 0 A 4 ANOS";Padrão de referência: OMS, 2006;105;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - SISTEMA DE VIGILÂNCIA NUTRICIONAL E PROGRAMAS DE
CONTROLE DOS DISTÚRBIOS NUTRICIONAIS";;"COMPARATIVO PERCENTUAL DOS DADOS DE VIGILÂNCIA NUTRICIONAL, SOBRE A
POPULAÇÃO ATENDIDA NAS UNIDADES DE SAÚDE - CRIANÇAS DE 5 A 9 ANOS";Padrão de referência: OMS, 2007;105;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - SISTEMA DE VIGILÂNCIA NUTRICIONAL E PROGRAMAS DE
CONTROLE DOS DISTÚRBIOS NUTRICIONAIS";;"COMPARATIVO PERCENTUAL DOS DADOS DE VIGILÂNCIA NUTRICIONAL, SOBRE A
POPULAÇÃO ATENDIDA NAS UNIDADES DE SAÚDE - ADOLESCENTES (10 A 19 ANOS)";Padrão de referência: OMS, 2007;105;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - SISTEMA DE VIGILÂNCIA NUTRICIONAL E PROGRAMAS DE
CONTROLE DOS DISTÚRBIOS NUTRICIONAIS";;"COMPARATIVO PERCENTUAL DOS DADOS DE VIGILÂNCIA NUTRICIONAL, SOBRE A
POPULAÇÃO ATENDIDA NAS UNIDADES DE SAÚDE - ADULTOS (20 A 59 ANOS)";Padrão de referência: OMS, 1995;105;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - SISTEMA DE VIGILÂNCIA NUTRICIONAL E PROGRAMAS DE
CONTROLE DOS DISTÚRBIOS NUTRICIONAIS";;"COMPARATIVO PERCENTUAL DOS DADOS DE VIGILÂNCIA NUTRICIONAL, SOBRE A
POPULAÇÃO ATENDIDA NAS UNIDADES DE SAÚDE - IDOSOS (60 ANOS OU MAIS)";Padrão de referência: OMS, 1995;105;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - SISTEMA DE VIGILÂNCIA NUTRICIONAL E PROGRAMAS DE
CONTROLE DOS DISTÚRBIOS NUTRICIONAIS";;"COMPARATIVO PERCENTUAL DOS DADOS DE VIGILÂNCIA NUTRICIONAL, SOBRE A
POPULAÇÃO ATENDIDA NAS UNIDADES DE SAÚDE - GESTANTES";Padrão de referência: ATALAH, 1997. Fonte: CE / Coordenação de Vigilância Nutricional / SISVAN;106;N;12-3;;;;;;;;;;;;;;;;;;;;;
"REDUÇÃO DA MORBIDADE E MORTALIDADE
MATERNA E INFANTIL – SAÚDE DA MULHER, DA
CRIANÇA E DO ADOLESCENTE - SISTEMA DE VIGILÂNCIA NUTRICIONAL E PROGRAMAS DE
CONTROLE DOS DISTÚRBIOS NUTRICIONAIS";;COMENTÁRIOS;Não Informado;106;S;12-3;;;;;;;;;;;;;;;;;;;;;
DESENVOLVIMENTO DE RECURSOS HUMANOS DO SETOR SAÚDE - CAPACITAR PARA O SISTEMA INTEGRADO DE SERVIÇOS DE SAÚDE;;ATIVIDADES DE EDUCAÇÃO CONTINUADA EM EVENTOS/CURSOS COM CERTIFICAÇÃO REALIZADAS PARA PROFISSIONAIS DA SMS;CES. Dados retirados do Relatório do Sistema Aprendere-saude;107;N;12-3;;;;;;;;;;;;;;;;;;;;;
DESENVOLVIMENTO DE RECURSOS HUMANOS DO SETOR SAÚDE - CAPACITAR PARA O SISTEMA INTEGRADO DE SERVIÇOS DE SAÚDE;;ATIVIDADES DE EDUCAÇÃO EM SERVIÇO REALIZADAS PELAS USs, DSs e CENTROS PARA PROFISSIONAIS DA SMS;CES/Distritos;107;N;12-3;;;;;;;;;;;;;;;;;;;;;
DESENVOLVIMENTO DE RECURSOS HUMANOS DO SETOR SAÚDE - CAPACITAR PARA O SISTEMA INTEGRADO DE SERVIÇOS DE SAÚDE;;ATIVIDADES DE EDUCAÇÃO EM SERVIÇO REALIZADAS PELAS USs, DSs E CENTROS PARA ACS E AGENTES DA DENGUE;CES/Distritos;107;N;12-3;;;;;;;;;;;;;;;;;;;;;
DESENVOLVIMENTO DE RECURSOS HUMANOS DO SETOR SAÚDE - CAPACITAR PARA O SISTEMA INTEGRADO DE SERVIÇOS DE SAÚDE;;"PROGRAMA ALFABETIZANDO COM
SAÚDE";CES/SMS;108;N;12-3;;;;;;;;;;;;;;;;;;;;;
DESENVOLVIMENTO DE RECURSOS HUMANOS DO SETOR SAÚDE - CAPACITAR PARA O SISTEMA INTEGRADO DE SERVIÇOS DE SAÚDE;;PESQUISAS ANALISADAS PELO COMITÊ DE ÉTICA EM PESQUISA NA SMS CURITIBA;CES/SMS;108;N;12-3;;;;;;;;;;;;;;;;;;;;;
"DESENVOLVIMENTO DE RECURSOS HUMANOS
DO SETOR SAÚDE - CAPACITAR PARA O SISTEMA INTEGRADO DE SERVIÇOS DE
SAÚDE";;METAS REALIZADAS POR TRIMESTRE - SMS/CES;Não Informado;108-115;S;12-3;;;;;;;;;;;;;;;;;;;;;
"DESENVOLVIMENTO DE RECURSOS HUMANOS
DO SETOR SAÚDE - GESTÃO DE RECURSOS HUMANOS";;DISTRIBUIÇÃO DOS RECURSOS HUMANOS EXISTENTES NA SMS, POR CATEGORIA PROFISSIONAL;Núcleo de Recursos Humanos – SMS;115-116;N;12-3;;;;;;;;;;;;;;;;;;;;;
"DESENVOLVIMENTO DE RECURSOS HUMANOS
DO SETOR SAÚDE - GESTÃO DE RECURSOS HUMANOS";;Resultados /Indicadores de Saúde;Não Informado;116;S;12-3;;;;;;;;;;;;;;;;;;;;;
LOGÍSTICA - INSUMOS;;DISTRIBUIÇÃO POR GRUPO DE MATERIAIS (QUANTIDADE);Coordenação de Recursos Materiais – Secretaria Municipal da Saúde;116;N;12-3;;;;;;;;;;;;;;;;;;;;;
LOGÍSTICA - INSUMOS;;COMENTÁRIOS;Não Informado;116;S;12-3;;;;;;;;;;;;;;;;;;;;;
LOGÍSTICA - OPERACIONAL DAS UNIDADES DE SAÚDE;;DEMONSTRATIVO DAS OBRAS REALIZADAS NA SMS;Não Informado;117;N;12-3;;;;;;;;;;;;;;;;;;;;;
LOGÍSTICA - OPERACIONAL DAS UNIDADES DE SAÚDE;;DEMONSTRATIVO DAS OBRAS REALIZADAS NA SMS, quadrimestre;Não Informado;117-118;N;12-3;;;;;;;;;;;;;;;;;;;;;
LOGÍSTICA - OPERACIONAL DAS UNIDADES DE SAÚDE;;Inaugurações realizadas em 2012:;Não Informado;118;N;12-3;;;;;;;;;;;;;;;;;;;;;
PROMOÇÃO DO AUTO CUIDADO;;Atividades realizadas nas Unidades de Saúde por profissionais do NASF – Quadrimestral;DAPS - Relatórios encaminhados pelos DS´s;9;N;13-1;;;;;;;;;;;;;;;;;;;;;
PROMOÇÃO DO AUTO CUIDADO;;RESULTADOS/INDICADORES DE SAÚDE;Não Informado;9;S;13-1;;;;;;;;;;;;;;;;;;;;;
PROMOÇÃO DO AUTO CUIDADO;;EVENTOS EXTERNOS;Não Informado;10;N;13-1;;;;;;;;;;;;;;;;;;;;;
PROMOÇÃO DO AUTO CUIDADO;;ONIBUS CARIE ZERO E DO ADOLESCENTE;Relatórios interno das equipes;10;N;13-1;;;;;;;;;;;;;;;;;;;;;
SAÚDE AMBIENTAL;;INSPEÇÕES SANITÁRIAS POR DISTRITO SANITÁRIO E CSA;Centro de Saúde Ambiental – SIMIVISA;11;N;13-1;;;;;;;;;;;;;;;;;;;;;
SAÚDE AMBIENTAL;;INSPEÇÕES SANITÁRIAS SEGUNDO SERVIÇOS DA VIGILÂNCIA EM SAÚDE;Centro de Saúde Ambiental – SIMIVISA;12;N;13-1;;;;;;;;;;;;;;;;;;;;;
SAÚDE AMBIENTAL;;LICENÇAS SANITÁRIAS POR SERVIÇOS DA VIGILÂNCIA SANITÁRIA;Centro de Saúde Ambiental – SIMIVISA;12;N;13-1;;;;;;;;;;;;;;;;;;;;;
SAÚDE AMBIENTAL;;RAMOS DE ATIVIDADES MAIS DENUNCIADOS;Centro de Saúde Ambiental – SIMIVISA;12;N;13-1;;;;;;;;;;;;;;;;;;;;;
SAÚDE AMBIENTAL;;SITUAÇÕES AMBIENTAIS MAIS SOLICITADAS;Centro de Saúde Ambiental – SIMIVISA;13;N;13-1;;;;;;;;;;;;;;;;;;;;;
SAÚDE AMBIENTAL;;MEDIDAS ADMINISTRATIVAS EFETIVADAS PELOS DISTRITOS SANITÁRIOS E CENTRO DE SAÚDE AMBIENTAL;Centro de Saúde Ambiental;13;N;13-1;;;;;;;;;;;;;;;;;;;;;
SAÚDE AMBIENTAL;;LEI ANTIFUMO;Não Informada;13;S;13-1;;;;;;;;;;;;;;;;;;;;;
SAÚDE AMBIENTAL;;"INSPEÇÕES SANITÁRIAS REALIZADAS DURANTE AS AÇÕES INTEGRADAS DE
FISCALIZAÇÃO URBANA – AIFU, DE ACORDO COM A ATIVIDADE DE
INTERESSE À SAÚDE";Não Informada;14;N;13-1;;;;;;;;;;;;;;;;;;;;;
SAÚDE AMBIENTAL;;"AVALIAÇÃO DA QUALIDADE DAS INSTITUIÇÕES DE LONGA
PERMANÊNCIA PARA IDOSOS – ILPIs";Centro de Saúde Ambiental – Coordenação de Vigilância Sanitária;15;N;13-1;;;;;;;;;;;;;;;;;;;;;
SAÚDE AMBIENTAL;;"PLANO DE AVALIAÇÃO SANITÁRIA DE ESTABELECIMENTOS DE
SAÚDE – PASES - METAS REALIZADAS";Centro de Saúde Ambiental – Coordenação de Vigilância Sanitária - SIMIVISA;15-16;S;13-1;;;;;;;;;;;;;;;;;;;;;
SAÚDE AMBIENTAL;;GERENCIAMENTO DE RESÍDUOS DE SAÚDE;Centro de Saúde Ambiental – Coordenação de Vigilância em Saúde Ambiental;16;N;13-1;;;;;;;;;;;;;;;;;;;;;
